employee_id,name,role,category,base_code,contract_type,hire_date,birth_date,is_active,monthly_hours,seniority_years
EMP01507,Empleado_1507,Tripulante Cabina Senior,Cabina,EZE,Indefinido,2019-11-05,1998-09-27,1,168,5
EMP01508,Empleado_1508,Tripulante Cabina Senior,Cabina,Santiago,Indefinido,2022-11-18,1979-05-08,1,,2
EMP01509,Empleado_1509,Piloto Comandante,Cockpit,MAD,Indefinido,2017-01-24,1983-03-13,1,174,7
EMP01510,Empleado_1510,Tecnico Mantencion,Tierra,MAD,Indefinido,2018-01-15,1972-03-18,1,175,6
EMP01511,Empleado_1511,Ground Staff,Tierra,MIA,Indefinido,2019-10-09,1970-11-04,1,171,5
EMP01512,Empleado_1512,Tripulante Cabina,Cabina,SCL,Honorarios,2019-06-04,1999-08-13,1,175,5
EMP01513,Empleado_1513,Tecnico Mantencion,Tierra,EZE,Plazo Fijo,2019-01-29,1995-01-23,1,176,5
EMP01514,Empleado_1514,Ground Staff,Tierra,MIA,Part-time,2019-01-15,1986-05-03,1,177,5
EMP01515,Empleado_1515,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2015-08-24,1988-10-02,0,182,9
EMP01516,Empleado_1516,Ground Staff,Tierra,BOG,Plazo Fijo,2020-07-26,1991-11-15,1,168,4
EMP01517,Empleado_1517,Tripulante Cabina,Cabina,JFK,Plazo Fijo,2022-01-19,1980-01-11,1,186,2
EMP01518,Empleado_1518,Agente Check-in,Tierra,SCL,Part-time,2010-06-17,1992-07-28,1,182,14
EMP01519,Empleado_1519,Tripulante Cabina Senior,Cabina,GRU,Part-time,2014-05-30,1975-10-28,1,173,10
EMP01520,Empleado_1520,Supervisor Operaciones,Tierra,GRU,Indefinido,2018-10-03,1986-03-30,1,174,6
EMP01521,Empleado_1521,Ground Staff,Tierra,SCL,Honorarios,2023-07-05,1985-11-06,0,188,1
EMP01522,Empleado_1522,Supervisor Operaciones,Tierra,GRU,Indefinido,2022-01-18,1982-07-23,1,166,2
EMP01523,Empleado_1523,Administrativo,Admin,BOG,Honorarios,2015-06-17,1985-02-15,1,178,9
EMP01524,Empleado_1524,Ground Staff,Tierra,EZE,Indefinido,2019-12-19,1988-09-13,1,179,5
EMP01525,Empleado_1525,Supervisor Operaciones,Tierra,EZE,Plazo Fijo,2010-08-17,1982-06-16,1,180,14
EMP01526,Empleado_1526,Agente Check-in,Tierra,JFK,Indefinido,2021-07-26,1973-09-25,1,161,3
EMP01527,Empleado_1527,Piloto Copiloto,Cockpit,LIM,Indefinido,2013-01-10,1989-09-24,1,181,11
EMP01528,Empleado_1528,Ground Staff,Tierra,MIA,Indefinido,2024-05-29,1984-05-13,,181,0
EMP01529,Empleado_1529,Piloto Comandante,Cockpit,MAD,Plazo Fijo,2020-01-27,1995-11-17,1,190,4
EMP01530,Empleado_1530,Agente Check-in,Tierra,BOG,Part-time,2010-12-17,1986-12-09,1,166,14
EMP01531,Empleado_1531,Tripulante Cabina,Cabina,SCL,Part-time,2017-03-26,1988-09-15,1,167,7
EMP01532,Empleado_1532,Agente Check-in,Tierra,GRU,Indefinido,2022-07-18,1994-07-19,1,185,2
EMP01533,Empleado_1533,Tripulante Cabina,Cabina,sao paulo,Part-time,2018-01-10,1987-07-22,1,184,6
EMP01534,Empleado_1534,Piloto Copiloto,Cockpit,MIA,Indefinido,2023-12-05,1996-03-02,1,,1
EMP01535,Empleado_1535,Agente Check-in,Tierra,MIA,Plazo Fijo,2014-07-31,1971-01-09,1,171,10
EMP01536,Empleado_1536,Piloto Copiloto,Cockpit,EZE,Plazo Fijo,2021-05-16,1982-03-29,1,168,3
EMP01537,Empleado_1537,Piloto Copiloto,Cockpit,BOG,Indefinido,2019-07-01,1997-06-18,1,171,5
EMP01538,Empleado_1538,Piloto Copiloto,Cockpit,SCL,Part-time,2024-03-25,1990-07-22,1,163,0
EMP01539,Empleado_1539,Tecnico Mantencion,Tierra,JFK,Plazo Fijo,2020-07-31,1976-11-24,1,182,4
EMP01540,Empleado_1540,Ground Staff,Tierra,SCL,Plazo Fijo,2011-11-19,1974-04-18,1,189,13
EMP01541,Empleado_1541,Piloto Copiloto,Cockpit,LIM,Plazo Fijo,2017-12-23,1990-03-30,1,163,7
EMP01542,Empleado_1542,Ground Staff,Tierra,LIM,Plazo Fijo,2013-01-30,1984-11-05,1,182,11
EMP01543,Empleado_1543,Tripulante Cabina,Cabina,BOG,Part-time,2013-07-09,1994-11-17,1,161,11
EMP01544,Empleado_1544,Tripulante Cabina,Cabina,BOG,Indefinido,2021-01-30,1980-07-02,1,162,3
EMP01545,Empleado_1545,Tripulante Cabina,Cabina,LIM,Plazo Fijo,2011-05-30,1983-05-21,1,184,13
EMP01546,Empleado_1546,Supervisor Operaciones,Tierra,SCL,Indefinido,2016-04-20,1996-03-18,1,182,8
EMP01547,Empleado_1547,Administrativo,Admin,LIM,Indefinido,2010-04-24,1982-07-26,1,169,14
EMP01548,Empleado_1548,Piloto Comandante,Cockpit,LIM,Indefinido,2013-09-17,1982-03-15,1,177,11
EMP01549,Empleado_1549,Ground Staff,Tierra,GRU,Part-time,2016-01-16,1971-12-25,1,167,8
EMP01550,Empleado_1550,Tripulante Cabina Senior,Cabina,EZE,Plazo Fijo,2010-06-29,1994-08-20,1,187,14
EMP01551,Empleado_1551,Administrativo,Admin,EZE,Plazo Fijo,2024-05-29,1982-08-04,1,182,0
EMP01552,Empleado_1552,Piloto Copiloto,Cockpit,BOG,Indefinido,2011-10-26,1976-04-17,1,168,13
EMP01553,Empleado_1553,Piloto Copiloto,Cockpit,SCL,Indefinido,2024-07-01,1983-08-22,1,174,0
EMP01554,Empleado_1554,Tripulante Cabina Senior,Cabina,JFK,Part-time,2015-01-13,1986-02-18,1,173,9
EMP01555,Empleado_1555,Ground Staff,Tierra,GRU,Indefinido,2019-07-13,1987-05-19,1,160,5
EMP01556,Empleado_1556,Piloto Comandante,Cockpit,EZE,Indefinido,2024-10-30,1998-10-17,1,175,0
EMP01557,Empleado_1557,Tripulante Cabina Senior,Cabina,EZE,Indefinido,2023-07-05,1975-08-13,1,181,1
EMP01558,Empleado_1558,Agente Check-in,Tierra,BOG,Plazo Fijo,2022-05-14,1971-09-08,1,178,2
EMP01559,Empleado_1559,Tripulante Cabina,Cabina,LIM,Plazo Fijo,2016-11-20,1998-05-06,1,173,8
EMP01560,Empleado_1560,Seguridad,Tierra,LIM,Part-time,2013-10-28,1980-11-11,1,170,11
EMP01561,Empleado_1561,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2018-01-28,1996-06-17,1,172,6
EMP01562,Empleado_1562,Agente Check-in,Tierra,BOG,Indefinido,2013-04-17,1984-04-08,1,167,11
EMP01563,Empleado_1563,Administrativo,Admin,LIM,Indefinido,2020-08-04,1994-02-14,0,163,4
EMP01564,Empleado_1564,Agente Check-in,Tierra,EZE,Part-time,2014-10-21,1980-08-04,1,185,10
EMP01565,Empleado_1565,Ground Staff,Tierra,SCL,Indefinido,2013-01-06,1986-02-13,0,189,11
EMP01566,Empleado_1566,Supervisor Operaciones,Tierra,SCL,Indefinido,2017-06-08,1994-12-14,0,172,7
EMP01567,Empleado_1567,Supervisor Operaciones,Tierra,SCL,Indefinido,2015-08-14,1974-12-05,1,172,9
EMP01568,Empleado_1568,Tripulante Cabina Senior,Cabina,EZE,Plazo Fijo,2023-11-24,1999-06-13,1,173,1
EMP01569,Empleado_1569,Tripulante Cabina,Cabina,SCL,Indefinido,2014-07-01,1976-03-11,,162,10
EMP01570,Empleado_1570,Piloto Copiloto,Cockpit,lima,Part-time,2023-10-31,1973-05-03,1,171,1
EMP01571,Empleado_1571,Tripulante Cabina,Cabina,EZE,Plazo Fijo,2023-07-25,1983-08-06,1,160,1
EMP01572,Empleado_1572,Supervisor Operaciones,Tierra,SCL,Honorarios,2023-11-03,1995-02-20,1,165,1
EMP01573,Empleado_1573,Ground Staff,Tierra,SCL,Indefinido,2011-10-25,1978-04-03,1,169,13
EMP01574,Empleado_1574,Tripulante Cabina,Cabina,LIM,Indefinido,2018-01-23,1982-03-25,1,190,6
EMP01575,Empleado_1575,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2020-07-09,1999-02-21,0,183,4
EMP01576,Empleado_1576,Supervisor Operaciones,Tierra,BOG,Indefinido,2020-05-25,1988-08-21,1,161,4
EMP01577,Empleado_1577,Piloto Copiloto,Cockpit,GRU,Part-time,2018-01-25,1972-10-29,1,183,6
EMP01578,Empleado_1578,Agente Check-in,Tierra,MAD,Part-time,2017-08-14,1973-05-05,1,181,7
EMP01579,Empleado_1579,Tripulante Cabina,Cabina,SCL,Indefinido,2016-07-17,1982-04-18,1,179,8
EMP01580,Empleado_1580,Ground Staff,Tierra,EZE,Indefinido,2012-07-26,1978-05-18,1,180,12
EMP01581,Empleado_1581,Piloto Copiloto,Cockpit,LIM,Indefinido,2019-07-01,1990-09-06,1,162,5
EMP01582,Empleado_1582,Agente Check-in,Tierra,SCL,Plazo Fijo,2015-01-07,1970-05-10,1,173,9
EMP01583,Empleado_1583,Agente Check-in,Tierra,MAD,Honorarios,2022-09-27,1983-12-16,1,163,2
EMP01584,Empleado_1584,Supervisor Operaciones,Tierra,BOG,Indefinido,2011-07-04,1999-01-03,,175,13
EMP01585,Empleado_1585,Piloto Copiloto,Cockpit,SCL,Indefinido,2019-10-21,1989-09-06,1,175,5
EMP01586,Empleado_1586,Ground Staff,Tierra,SCL,Plazo Fijo,2015-03-22,1982-06-22,0,180,9
EMP01587,Empleado_1587,Tripulante Cabina,Cabina,SCL,Indefinido,2023-01-21,1977-05-03,1,184,1
EMP01588,Empleado_1588,Seguridad,Tierra,LIM,Part-time,2015-01-15,1971-05-17,1,170,9
EMP01589,Empleado_1589,Tripulante Cabina Senior,Cabina,GRU,Plazo Fijo,2010-02-27,1998-04-20,0,188,14
EMP01590,Empleado_1590,Piloto Copiloto,Cockpit,GRU,Indefinido,2017-07-11,1979-07-23,1,178,7
EMP01591,Empleado_1591,Piloto Copiloto,Cockpit,MAD,Indefinido,2023-08-23,1987-07-01,1,170,1
EMP01592,Empleado_1592,Agente Check-in,Tierra,lima,Indefinido,2016-02-21,1979-12-08,1,186,8
EMP01593,Empleado_1593,Supervisor Operaciones,Tierra,LIM,Indefinido,2015-01-05,1985-01-19,1,172,9
EMP01594,Empleado_1594,Tripulante Cabina,Cabina,Santiago,Indefinido,2011-08-12,1984-12-03,1,179,13
EMP01595,Empleado_1595,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2016-07-30,1971-04-17,1,178,8
EMP01596,Empleado_1596,Tripulante Cabina,Cabina,GRU,Part-time,2013-06-28,1973-06-05,0,162,11
EMP01597,Empleado_1597,Ground Staff,Tierra,SCL,Plazo Fijo,2017-06-01,1972-09-29,1,178,7
EMP01598,Empleado_1598,Agente Check-in,Tierra,SCL,Indefinido,2024-06-24,1995-03-11,1,183,0
EMP01599,Empleado_1599,Tripulante Cabina,Cabina,MIA,Indefinido,2021-05-14,1976-01-01,1,166,3
EMP01600,Empleado_1600,Ground Staff,Tierra,MAD,Plazo Fijo,2024-10-06,1973-08-05,1,177,0
EMP01601,Empleado_1601,Ground Staff,Tierra,GRU,Indefinido,2018-07-20,1993-12-09,1,179,6
EMP01602,Empleado_1602,Tripulante Cabina Senior,Cabina,MAD,Plazo Fijo,2023-02-16,1975-10-31,1,184,1
EMP01603,Empleado_1603,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2021-09-08,1984-02-06,1,,3
EMP01604,Empleado_1604,Tripulante Cabina Senior,Cabina,MIA,Honorarios,2012-10-07,1990-12-17,1,168,12
EMP01605,Empleado_1605,Tripulante Cabina,Cabina,SCL,Indefinido,2017-01-16,1972-10-02,1,181,7
EMP01606,Empleado_1606,Agente Check-in,Tierra,GRU,Part-time,2010-07-24,1974-11-16,1,170,14
EMP01607,Empleado_1607,Administrativo,Admin,GRU,Indefinido,2014-07-25,1991-09-10,1,164,10
EMP01608,Empleado_1608,Seguridad,Tierra,GRU,Indefinido,2016-01-08,1985-07-02,1,169,8
EMP01609,Empleado_1609,Tecnico Mantencion,Tierra,GRU,Plazo Fijo,2019-05-11,1984-03-08,1,172,5
EMP01610,Empleado_1610,Agente Check-in,Tierra,EZE,Plazo Fijo,2014-08-14,1972-07-09,1,190,10
EMP01611,Empleado_1611,Piloto Comandante,Cockpit,EZE,Indefinido,2012-10-14,1979-07-18,0,166,12
EMP01612,Empleado_1612,Piloto Comandante,Cockpit,LIM,Indefinido,2017-01-07,1997-08-26,1,167,7
EMP01613,Empleado_1613,Agente Check-in,Tierra,BOG,Indefinido,2021-09-29,1983-06-26,0,185,3
EMP01614,Empleado_1614,Ground Staff,Tierra,SCL,Indefinido,2019-08-19,1990-12-06,1,169,5
EMP01615,Empleado_1615,Ground Staff,Tierra,JFK,Part-time,2014-12-11,1982-05-12,1,164,10
EMP01616,Empleado_1616,Piloto Comandante,Cockpit,LIM,Part-time,2010-10-23,1997-07-23,0,163,14
EMP01617,Empleado_1617,Agente Check-in,Tierra,MIA,Indefinido,2010-07-23,1990-02-04,1,187,14
EMP01618,Empleado_1618,Tripulante Cabina Senior,Cabina,GRU,Plazo Fijo,2018-04-14,1979-01-09,1,181,6
EMP01619,Empleado_1619,Agente Check-in,Tierra,LIM,Honorarios,2016-09-11,1994-05-10,1,165,8
EMP01620,Empleado_1620,Tripulante Cabina,Cabina,lima,Indefinido,2023-10-26,1997-12-02,1,180,1
EMP01621,Empleado_1621,Tripulante Cabina,Cabina,GRU,Part-time,2011-05-23,1971-05-08,1,180,13
EMP01622,Empleado_1622,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2013-07-29,1988-08-19,1,174,11
EMP01623,Empleado_1623,Piloto Copiloto,Cockpit,MAD,Indefinido,2011-03-08,1970-10-14,1,180,13
EMP01624,Empleado_1624,Seguridad,Tierra,GRU,Indefinido,2010-04-30,1980-07-17,1,165,14
EMP01625,Empleado_1625,Tripulante Cabina,Cabina,SCL,Indefinido,2015-07-08,1983-06-25,1,190,9
EMP01626,Empleado_1626,Tripulante Cabina,Cabina,SCL,Indefinido,2024-07-16,1976-05-03,1,184,0
EMP01627,Empleado_1627,Piloto Copiloto,Cockpit,sao paulo,Indefinido,2010-01-17,1975-07-27,0,190,14
EMP01628,Empleado_1628,Tripulante Cabina,Cabina,SCL,Indefinido,2018-01-26,1973-08-10,1,168,6
EMP01629,Empleado_1629,Piloto Comandante,Cockpit,GRU,Indefinido,2020-08-05,1992-01-16,1,168,4
EMP01630,Empleado_1630,Agente Check-in,Tierra,MAD,Part-time,2020-09-21,1997-07-10,1,167,4
EMP01631,Empleado_1631,Agente Check-in,Tierra,GRU,Indefinido,2017-03-08,1998-07-03,1,169,7
EMP01632,Empleado_1632,Ground Staff,Tierra,MAD,Indefinido,2015-12-30,1976-05-20,1,182,9
EMP01633,Empleado_1633,Piloto Copiloto,Cockpit,SCL,Indefinido,2013-07-10,1995-03-20,1,181,11
EMP01634,Empleado_1634,Tecnico Mantencion,Tierra,BOG,Part-time,2022-07-03,1993-09-06,1,190,2
EMP01635,Empleado_1635,Ground Staff,Tierra,SCL,Part-time,2020-07-25,1977-01-07,1,185,4
EMP01636,Empleado_1636,Tecnico Mantencion,Tierra,MIA,Indefinido,2012-06-23,1983-11-30,1,169,12
EMP01637,Empleado_1637,Tecnico Mantencion,Tierra,GRU,Plazo Fijo,2020-04-20,1980-01-09,1,173,4
EMP01638,Empleado_1638,Agente Check-in,Tierra,GRU,Indefinido,2022-09-15,1987-02-23,1,167,2
EMP01639,Empleado_1639,Piloto Comandante,Cockpit,lima,Indefinido,2020-08-22,1984-10-21,1,167,4
EMP01640,Empleado_1640,Agente Check-in,Tierra,BOG,Plazo Fijo,2010-02-22,1989-10-18,0,183,14
EMP01641,Empleado_1641,Tecnico Mantencion,Tierra,SCL,Part-time,2011-09-17,1974-09-07,1,185,13
EMP01642,Empleado_1642,Tripulante Cabina Senior,Cabina,LIM,Part-time,2014-11-24,1975-06-11,1,167,10
EMP01643,Empleado_1643,Tripulante Cabina,Cabina,SCL,Part-time,2022-05-19,1986-04-03,1,164,2
EMP01644,Empleado_1644,Agente Check-in,Tierra,N/A,Indefinido,2012-01-12,1992-12-25,1,162,12
EMP01645,Empleado_1645,Tripulante Cabina Senior,Cabina,MAD,Indefinido,2024-10-29,1978-07-12,1,172,0
EMP01646,Empleado_1646,Piloto Comandante,Cockpit,LIM,Indefinido,2018-08-01,1989-03-20,1,175,6
EMP01647,Empleado_1647,Ground Staff,Tierra,MIA,Part-time,2024-02-26,1972-11-18,1,189,0
EMP01648,Empleado_1648,Supervisor Operaciones,Tierra,BOG,Indefinido,2024-01-15,1987-11-18,1,188,0
EMP01649,Empleado_1649,Seguridad,Tierra,SCL,Plazo Fijo,2014-01-31,1980-11-18,1,181,10
EMP01650,Empleado_1650,Tripulante Cabina,Cabina,GRU,Indefinido,2012-05-09,1985-05-28,1,180,12
EMP01651,Empleado_1651,Tripulante Cabina Senior,Cabina,EZE,Indefinido,2019-10-12,1988-03-28,1,181,5
EMP01652,Empleado_1652,Tripulante Cabina,Cabina,GRU,Part-time,2022-08-05,1973-10-05,1,170,2
EMP01653,Empleado_1653,Seguridad,Tierra,SCL,Indefinido,2023-08-22,1990-06-20,1,,1
EMP01654,Empleado_1654,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2015-01-29,1977-03-01,1,182,9
EMP01655,Empleado_1655,Tripulante Cabina Senior,Cabina,MIA,Indefinido,2015-04-29,1998-01-06,1,165,9
EMP01656,Empleado_1656,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2020-01-28,1979-05-04,1,171,4
EMP01657,Empleado_1657,Tripulante Cabina,Cabina,LIM,Indefinido,2013-08-23,1975-12-28,1,178,11
EMP01658,Empleado_1658,Agente Check-in,Tierra,SCL,Indefinido,2015-04-28,1988-04-17,1,190,9
EMP01659,Empleado_1659,Tripulante Cabina Senior,Cabina,SCL,Part-time,2024-07-01,1987-09-21,1,178,0
EMP01660,Empleado_1660,Agente Check-in,Tierra,MAD,Indefinido,2017-07-21,1998-03-13,0,182,7
EMP01661,Empleado_1661,Ground Staff,Tierra,SCL,Indefinido,2024-02-22,1975-05-23,1,180,0
EMP01662,Empleado_1662,Ground Staff,Tierra,LIM,Indefinido,2014-04-19,1992-12-11,1,177,10
EMP01663,Empleado_1663,Piloto Comandante,Cockpit,LIM,Indefinido,2018-07-19,1999-01-16,1,188,6
EMP01664,Empleado_1664,Tripulante Cabina Senior,Cabina,BOG,Plazo Fijo,2011-07-14,1986-10-10,0,161,13
EMP01665,Empleado_1665,Seguridad,Tierra,EZE,Plazo Fijo,2024-04-07,1982-03-22,1,187,0
EMP01666,Empleado_1666,Piloto Copiloto,Cockpit,LIM,Plazo Fijo,2013-10-20,1972-04-10,1,185,11
EMP01667,Empleado_1667,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2015-06-29,1980-09-30,1,174,9
EMP01668,Empleado_1668,Supervisor Operaciones,Tierra,GRU,Part-time,2022-01-05,1999-05-28,1,186,2
EMP01669,Empleado_1669,Ground Staff,Tierra,SCL,Indefinido,2016-07-02,1987-07-24,1,170,8
EMP01670,Empleado_1670,Tripulante Cabina,Cabina,EZE,Plazo Fijo,2013-11-27,1973-10-05,1,164,11
EMP01671,Empleado_1671,Tripulante Cabina,Cabina,BOG,Indefinido,2015-01-04,1980-11-08,1,176,9
EMP01672,Empleado_1672,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2016-01-17,1975-01-30,1,163,8
EMP01673,Empleado_1673,Piloto Comandante,Cockpit,GRU,Indefinido,2012-07-01,1974-05-28,1,171,12
EMP01674,Empleado_1674,Tripulante Cabina,Cabina,EZE,Part-time,2022-01-10,1970-06-28,1,183,2
EMP01675,Empleado_1675,Tripulante Cabina,Cabina,SCL,Indefinido,2018-07-11,1996-06-10,1,165,6
EMP01676,Empleado_1676,Tripulante Cabina,Cabina,EZE,Part-time,2019-07-15,1984-06-07,1,187,5
EMP01677,Empleado_1677,Supervisor Operaciones,Tierra,MIA,Part-time,2015-07-21,1970-06-08,1,165,9
EMP01678,Empleado_1678,Tripulante Cabina,Cabina,GRU,Indefinido,2012-12-09,1998-08-18,1,181,12
EMP01679,Empleado_1679,Tecnico Mantencion,Tierra,GRU,Indefinido,2020-07-06,1992-05-19,1,180,4
EMP01680,Empleado_1680,Agente Check-in,Tierra,MIA,Plazo Fijo,2015-01-21,1998-01-22,1,173,9
EMP01681,Empleado_1681,Tecnico Mantencion,Tierra,BOG,Indefinido,2013-03-31,1972-05-19,1,162,11
EMP01682,Empleado_1682,Tecnico Mantencion,Tierra,LIM,Indefinido,2011-01-13,1993-07-13,1,165,13
EMP01683,Empleado_1683,Supervisor Operaciones,Tierra,EZE,Plazo Fijo,2015-06-05,1998-02-23,1,170,9
EMP01684,Empleado_1684,Tripulante Cabina,Cabina,EZE,Indefinido,2019-07-19,1990-05-03,,180,5
EMP01685,Empleado_1685,Piloto Copiloto,Cockpit,GRU,Indefinido,2011-02-19,1985-05-31,1,188,13
EMP01686,Empleado_1686,Supervisor Operaciones,Tierra,GRU,Indefinido,2016-01-28,1990-08-31,1,165,8
EMP01687,Empleado_1687,Agente Check-in,Tierra,SCL,Plazo Fijo,2023-08-09,1999-06-30,1,184,1
EMP01688,Empleado_1688,Tripulante Cabina,Cabina,MIA,Indefinido,2012-10-30,1973-01-27,1,178,12
EMP01689,Empleado_1689,Ground Staff,Tierra,SCL,Indefinido,2012-11-25,1974-07-03,1,161,12
EMP01690,Empleado_1690,Supervisor Operaciones,Tierra,SCL,Indefinido,2014-01-13,1983-11-01,1,183,10
EMP01691,Empleado_1691,Tripulante Cabina,Cabina,BOG,Indefinido,2016-01-22,1995-07-07,1,185,8
EMP01692,Empleado_1692,Agente Check-in,Tierra,SCL,Indefinido,2018-01-08,1985-01-29,1,188,6
EMP01693,Empleado_1693,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2020-03-03,1983-01-26,1,186,4
EMP01694,Empleado_1694,Ground Staff,Tierra,LIM,Honorarios,2014-01-23,1983-07-27,1,182,10
EMP01695,Empleado_1695,Tripulante Cabina,Cabina,BOG,Plazo Fijo,2019-03-31,1980-12-28,1,167,5
EMP01696,Empleado_1696,Ground Staff,Tierra,EZE,Indefinido,2020-05-07,1980-12-05,1,185,4
EMP01697,Empleado_1697,Tripulante Cabina,Cabina,Santiago,Part-time,2014-11-16,1974-03-01,1,161,10
EMP01698,Empleado_1698,Supervisor Operaciones,Tierra,MIA,Indefinido,2019-08-01,1995-09-11,0,163,5
EMP01699,Empleado_1699,Tripulante Cabina,Cabina,BOG,Indefinido,2011-01-24,1983-05-12,0,170,13
EMP01700,Empleado_1700,Piloto Comandante,Cockpit,LIM,Indefinido,2021-07-09,1997-10-30,1,183,3
EMP01701,Empleado_1701,Tecnico Mantencion,Tierra,Santiago,Indefinido,2017-07-12,1979-03-27,1,189,7
EMP01702,Empleado_1702,Agente Check-in,Tierra,BOG,Indefinido,2011-04-24,1996-02-17,0,181,13
EMP01703,Empleado_1703,Piloto Copiloto,Cockpit,SCL,Part-time,2019-07-07,1980-05-24,1,189,5
EMP01704,Empleado_1704,Tripulante Cabina,Cabina,BOG,Part-time,2017-06-04,1976-11-12,1,170,7
EMP01705,Empleado_1705,Agente Check-in,Tierra,LIM,Indefinido,2014-01-20,1998-07-15,1,186,10
EMP01706,Empleado_1706,Tripulante Cabina,Cabina,EZE,Plazo Fijo,2014-11-11,1985-03-16,1,164,10
EMP01707,Empleado_1707,Seguridad,Tierra,LIM,Indefinido,2012-03-06,1984-05-13,1,183,12
EMP01708,Empleado_1708,Agente Check-in,Tierra,SCL,Plazo Fijo,2022-01-15,1997-03-18,1,169,2
EMP01709,Empleado_1709,Tripulante Cabina,Cabina,LIM,Part-time,2022-02-26,1977-11-23,1,181,2
EMP01710,Empleado_1710,Piloto Copiloto,Cockpit,GRU,Indefinido,2016-09-19,1980-11-01,1,166,8
EMP01711,Empleado_1711,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2019-01-31,1983-10-31,1,167,5
EMP01712,Empleado_1712,Ground,,GRU,Indefinido,2018-02-24,1991-03-18,1,190,6
EMP01713,Empleado_1713,Tripulante Cabina Senior,Cabina,N/A,Indefinido,2014-05-14,1973-06-23,1,164,10
EMP01714,Empleado_1714,Agente Check-in,Tierra,EZE,Indefinido,2018-04-11,1997-02-19,1,176,6
EMP01715,Empleado_1715,Supervisor Operaciones,Tierra,LIM,Indefinido,2011-01-23,1987-01-21,1,176,13
EMP01716,Empleado_1716,Piloto Comandante,Cockpit,EZE,Indefinido,2021-11-22,1979-06-12,1,187,3
EMP01717,Empleado_1717,Piloto Comandante,Cockpit,JFK,Indefinido,2015-05-18,1996-01-21,1,172,9
EMP01718,Empleado_1718,Supervisor Operaciones,Tierra,,Indefinido,2019-11-03,1993-10-29,1,167,5
EMP01719,Empleado_1719,Ground Staff,Tierra,SCL,Indefinido,2018-08-22,1998-03-23,1,178,6
EMP01720,Empleado_1720,Tripulante Cabina Senior,Cabina,GRU,Part-time,2017-04-21,1986-09-08,1,174,7
EMP01721,Empleado_1721,Tripulante Cabina,Cabina,LIM,Part-time,2014-05-02,1978-12-02,1,187,10
EMP01722,Empleado_1722,Seguridad,Tierra,SCL,Part-time,2011-11-17,1995-10-10,1,175,13
EMP01723,Empleado_1723,Agente Check-in,Tierra,EZE,Indefinido,2017-11-28,1980-06-04,1,164,7
EMP01724,Empleado_1724,Supervisor Operaciones,Tierra,BOG,Plazo Fijo,2017-06-13,1976-10-15,1,190,7
EMP01725,Empleado_1725,Ground Staff,Tierra,LIM,Plazo Fijo,2010-01-15,1987-08-05,1,190,14
EMP01726,Empleado_1726,Agente Check-in,Tierra,GRU,Indefinido,2018-09-01,1998-10-10,1,185,6
EMP01727,Empleado_1727,Piloto Comandante,Cockpit,GRU,Plazo Fijo,2024-04-20,1996-01-14,1,166,0
EMP01728,Empleado_1728,Tripulante Cabina,Cabina,GRU,Indefinido,2024-01-17,1995-07-02,1,175,0
EMP01729,Empleado_1729,Ground Staff,Tierra,BOG,Indefinido,2017-07-27,1986-12-16,1,167,7
EMP01730,Empleado_1730,Supervisor Operaciones,Tierra,MAD,Indefinido,2019-10-06,1971-09-18,1,184,5
EMP01731,Empleado_1731,Ground Staff,Tierra,SCL,Indefinido,2011-11-16,1996-09-11,1,171,13
EMP01732,Empleado_1732,Ground Staff,Tierra,GRU,Part-time,2011-06-04,1982-04-06,1,163,13
EMP01733,Empleado_1733,Ground Staff,Tierra,BOG,Plazo Fijo,2011-05-20,1996-08-21,1,168,13
EMP01734,Empleado_1734,Agente Check-in,Tierra,SCL,Indefinido,2010-01-01,1987-07-31,1,185,14
EMP01735,Empleado_1735,Tripulante Cabina,Cabina,SCL,Plazo Fijo,2012-11-08,1991-01-21,1,160,12
EMP01736,Empleado_1736,Tripulante Cabina,Cabina,SCL,Indefinido,2023-12-10,1981-11-18,1,184,1
EMP01737,Empleado_1737,Ground Staff,Tierra,GRU,Indefinido,2023-10-06,1994-05-26,1,175,1
EMP01738,Empleado_1738,Ground Staff,Tierra,GRU,Indefinido,2016-07-15,1981-01-13,1,186,8
EMP01739,Empleado_1739,Piloto Comandante,Cockpit,bogota,Plazo Fijo,2013-11-22,1999-04-13,0,,11
EMP01740,Empleado_1740,Tripulante Cabina,Cabina,LIM,Indefinido,2013-01-16,1986-09-08,0,167,11
EMP01741,Empleado_1741,Tripulante Cabina,Cabina,LIM,Indefinido,2019-11-23,1974-03-25,1,190,5
EMP01742,Empleado_1742,Tripulante Cabina,Cabina,EZE,Indefinido,2022-09-22,1972-03-03,0,185,2
